NO,기업명,기업코드,ESG등급,환경,사회,지배구조,평가년도,ESG 등급조정,환경 등급조정,사회 등급조정,지배구조 등급조정
353,이수화학,005950,C,B,B,D,2023,,,,
352,이스타코,015020,D,D,D,C,2023,,,,
351,이아이디,093230,D,D,D,D,2023,,,,
350,이엔에프테크놀로지,102710,C,C,B,D,2023,,,,
349,이엔플러스,074610,D,C,D,D,2023,,,,
348,이연제약,102460,C,D,D,B+,2023,,,,
347,이오테크닉스,039030,C,C,D,B,2023,,,,
346,이오플로우,294090,C,D,C,B,2023,,,,
345,이월드,084680,D,D,D,D,2023,,,,
344,이화산업,000760,C,C,D,C,2023,,,,
343,인디에프,014990,D,D,D,C,2023,,,,
342,인바이오젠,101140,D,D,D,D,2023,,,,
341,인선이엔티,060150,B,C,B,B,2023,,,,
340,인스코비,006490,D,D,D,D,2023,,,,
339,인지컨트롤스,023800,C,C,C,C,2023,,,,
338,인천도시가스,034590,B,D,B,B+,2023,,,,
337,인크로스,216050,B,D,C,B+,2023,,,,
336,인탑스,049070,C,C,B+,C,2023,,,,
335,인터지스,129260,C,C,C,C,2023,,,,
334,인터플렉스,051370,D,C,C,D,2023,,,,
333,인텔리안테크,189300,C,D,C,B,2023,,,,
332,인팩,023810,C,C,C,B,2023,,,,
331,일동제약,249420,B+,B+,A+,B,2023,,,,
330,일동홀딩스,000230,A,B+,A+,B+,2023,,,,
329,일성건설,013360,D,C,D,D,2023,,,,
328,일성아이에스,003120,C,D,C,B,2023,,,,
327,일신방직,003200,D,C,C,D,2023,,,,
326,일신석재,007110,D,D,D,C,2023,,,,
325,일양약품,007570,C,D,C,B+,2023,,,,
324,일정실업,008500,D,D,D,C,2023,,,,
323,일진다이아,081000,D,D,D,C,2023,,,,
322,일진디스플,020760,C,C,D,C,2023,,,,
321,일진전기,103590,D,C,C,D,2023,,,,
320,일진하이솔루스,271940,C,C,B,C,2023,,,,
319,일진홀딩스,015860,B,D,C,B+,2023,,,,
318,잇츠한불,226320,C,C,C,B,2023,,,,
317,자이에스앤디,317400,C,C,B,B,2023,,,,
316,자화전자,033240,D,C,C,D,2023,,,,
315,전방,000950,D,C,C,D,2023,,,,
314,전북은행,006350,등급없음,등급없음,등급없음,B+,2023,,,,
313,제넥신,095700,D,D,C,D,2023,,,,
312,제이비우리캐피탈,818905,등급없음,등급없음,등급없음,B+,2023,,,,
311,제이에스코퍼레이션,194370,D,D,D,C,2023,,,,
310,제이준코스메틱,025620,D,D,D,D,2023,,,,
309,제일기획,030000,A,A,A+,A,2023,,,,
308,제일약품,271980,C,C,B+,D,2023,,,,
307,제일연마,001560,C,C,D,B,2023,,,,
306,제일파마홀딩스,002620,C,C,B+,D,2023,,,,
305,제주은행,006220,B+,B+,A,B+,2023,,,,
304,제주항공,089590,A,A,A+,B+,2023,,,,
303,젬백스,082270,D,C,D,D,2023,,,,
302,조광페인트,004910,C,C,B,C,2023,,,,
301,조광피혁,004700,C,D,D,B,2023,,,,
300,조비,001550,D,D,D,D,2023,,,,
299,조선선재,120030,D,D,D,D,2023,,,,
298,조일알미늄,018470,C,C,C,B,2023,,,,
297,조흥,002600,C,C,B,C,2023,,,,
296,종근당,185750,B+,A,A,B,2023,,,,
295,종근당바이오,063160,B+,A,A,B,2023,,,,
294,종근당홀딩스,001630,B+,A,A,B+,2023,,,,
293,주성엔지니어링,036930,B,B+,B+,C,2023,,,,
292,주성코퍼레이션,109070,D,C,D,D,2023,,,,
291,주연테크,044380,D,D,D,D,2023,,,,
290,지누스,013890,A,A,A,A,2023,,,,
289,지니뮤직,043610,C,D,B+,C,2023,,,,
288,지씨셀,144510,B,B,A,C,2023,,,,
287,지엠비코리아,013870,D,D,C,D,2023,,,,
286,지역난방공사,071320,A+,A+,A+,A,2023,,,,
285,진도,088790,D,D,D,D,2023,,,,
284,진양산업,003780,C,D,D,B,2023,,,,
283,진양폴리우레탄,010640,D,D,D,C,2023,,,,
282,진양홀딩스,100250,C,D,D,B,2023,,,,
281,진양화학,051630,C,C,D,C,2023,,,,
280,진에어,272450,A,A,A,A,2023,,,,
279,진원생명과학,011000,D,D,C,D,2023,,,,
278,진흥기업,002780,C,C,C,B,2023,,,,
277,차바이오텍,085660,C,D,C,C,2023,,,,
276,참엔지니어링,009310,D,D,D,D,2023,,,,
275,천보,278280,C,C,D,B,2023,,,,
274,천일고속,000650,D,C,D,D,2023,,,,
273,청호ICT,012600,D,D,D,D,2023,,,,
272,체시스,033250,D,C,D,D,2023,,,,
271,카나리아바이오,016790,D,D,D,D,2023,,,,
270,카카오,035720,A,A+,A+,B+,2023,,,,지배구조 등급조정(2024.01.)
269,카카오게임즈,293490,A,A,A+,A,2023,,,,
268,카카오뱅크,323410,B+,B+,A,B+,2023,,,,
267,카카오페이,377300,A,A,A+,A,2023,,,,
266,카프로,006380,C,C,C,C,2023,,,,
265,커넥트웨이브,119860,C,D,C,C,2023,,,,
264,컴투스,078340,B+,B,A,B+,2023,,,,
263,케어젠,214370,B,C,C,B+,2023,,,,
262,케이디비생명보험,807958,등급없음,등급없음,등급없음,B,2023,,,,
261,케이뱅크,800172,등급없음,등급없음,등급없음,A,2023,,,,
260,케이비국민카드,861717,등급없음,등급없음,등급없음,A,2023,,,,
259,케이비라이프생명보험,839185,등급없음,등급없음,등급없음,A,2023,,,,
258,케이비아이동국실업,001620,D,D,D,D,2023,,,,
257,케이비증권,003450,등급없음,등급없음,등급없음,A,2023,,,,
256,케이비캐피탈,021960,등급없음,등급없음,등급없음,A,2023,,,,
255,케이씨,029460,C,C,A,D,2023,,,,
254,케이씨씨,002380,A,A,A,B+,2023,,,,
253,케이씨씨글라스,344820,A,A,A+,A,2023,,,,
252,케이씨텍,281820,B,C,B,B,2023,,,,
251,케이씨티시,009070,D,C,C,D,2023,,,,
250,케이엠더블유,032500,C,C,B,C,2023,,,,
249,케이지에코솔루션,151860,D,D,D,D,2023,,,,
248,케이카,381970,B,C,B,B,2023,,,,
247,케이탑리츠,145270,D,D,D,D,2023,,,,
246,케이티,030200,A,B+,A,A,2023,,,사회 등급조정(2023.10.),
245,케이티스카이라이프,053210,B+,B+,A,B+,2023,,,,
244,케이티알파,036030,B+,C,A,B+,2023,,,,
243,케이티앤지,033780,A+,A+,A+,A+,2023,,,,
242,코리아써키트,007810,D,C,C,D,2023,,,,
241,코리아에셋투자증권,190650,D,D,D,C,2023,,,,
240,코리안리,003690,A,A,A,A,2023,,,,
239,코미코,183300,B+,A,B+,B+,2023,,,,
238,코미팜,041960,C,C,C,C,2023,,,,
237,코스맥스,192820,B,A,A,D,2023,,,,
236,코스맥스비티아이,044820,B,A,A,C,2023,,,,
235,코스모신소재,005070,C,C,C,C,2023,,,,
234,코스모화학,005420,D,C,C,D,2023,,,,
233,코아스,071950,B,C,C,B+,2023,,,,
232,코엔텍,029960,C,C,C,B,2023,,,,
231,코오롱,002020,B+,B+,A,B,2023,,,,
230,코오롱ENP,138490,B,C,B,B+,2023,,,,
229,코오롱글로벌,003070,C,B,B+,C,2023,,,,
228,코오롱생명과학,102940,C,D,C,C,2023,,,,
227,코오롱인더,120110,B+,B+,A+,B,2023,,,,
226,코웨이,021240,A,A,A+,B+,2023,,,,
225,코웰패션,033290,D,C,D,D,2023,,,,
224,콘텐트리중앙,036420,D,D,D,D,2023,,,,
223,콜마비앤에이치,200130,B+,A,B+,B+,2023,,,,
222,콜마홀딩스,024720,A,A,A+,A,2023,,,,
221,콤텍시스템,031820,D,D,D,D,2023,,,,
220,쿠콘,294570,D,D,D,C,2023,,,,
219,쿠쿠홀딩스,192400,D,D,C,D,2023,,,,
218,쿠쿠홈시스,284740,D,D,C,D,2023,,,,
217,큐캐피탈,016600,D,D,D,D,2023,,,,
216,크라운제과,264900,C,C,B,C,2023,,,,
215,크라운해태홀딩스,005740,D,C,C,D,2023,,,,
214,크래프톤,259960,B+,C,A,A,2023,,,,
213,크리스에프앤씨,110790,D,D,D,C,2023,,,,
212,클래시스,214150,B+,B,A,B+,2023,,,,
211,키다리스튜디오,020120,D,D,D,D,2023,,,,
210,키움증권,039490,B+,B,A,B,2023,,,,
209,태경비케이,014580,C,C,C,C,2023,,,,
208,태경산업,015890,C,C,C,C,2023,,,,
207,태경케미컬,006890,D,D,D,D,2023,,,,
206,태광산업,003240,C,C,C,C,2023,,,,
205,태림포장,011280,B,A,A,D,2023,,,,
204,태양금속공업,004100,D,C,C,D,2023,,,,
203,태영건설,009410,A,A,A,B+,2023,,,,
202,태원물산,001420,D,D,D,D,2023,,,,
201,테스,095610,B+,B,A,B+,2023,,,,
200,테이팩스,055490,A,A,A,B+,2023,,,,
199,텔코웨어,078000,C,D,D,B,2023,,,,
198,토니모리,214420,C,D,D,B,2023,,,,
197,토스뱅크,801671,등급없음,등급없음,등급없음,B,2023,,,,
196,티비에이치글로벌,084870,D,D,D,C,2023,,,,
195,티씨케이,064760,B,B,B+,B,2023,,,,
194,티에스이,131290,C,D,C,C,2023,,,,
193,티에이치엔,019180,C,C,B,C,2023,,,,
192,티와이홀딩스,363280,B+,A,A,B,2023,,,,
191,티웨이항공,091810,B,B,C,B,2023,,,,
190,티웨이홀딩스,004870,D,C,C,D,2023,,,,
189,티케이지휴켐스,069260,B+,B+,A,B,2023,,,,
188,티케이케미칼,104480,D,C,C,D,2023,,,,
187,파라다이스,034230,C,D,C,C,2023,,,,
186,파마리서치,214450,B,C,B,B+,2023,,,,
185,파미셀,005690,D,C,D,D,2023,,,,
184,파크시스템스,140860,C,C,D,C,2023,,,,
183,파트론,091700,D,C,D,D,2023,,,,
182,팜스코,036580,A,B+,A,A,2023,,,,
181,팜젠사이언스,004720,D,D,C,D,2023,,,,
180,팬오션,028670,A,A+,A,A,2023,,,,
179,퍼스텍,010820,C,C,C,C,2023,,,,
178,퍼시스,016800,D,C,C,D,2023,,,,
177,펄어비스,263750,B+,B,A,B,2023,,,,
176,페이퍼코리아,001020,D,C,C,D,2023,,,,
175,평화산업,090080,D,D,C,C,2023,,,,
174,평화홀딩스,010770,C,D,C,B+,2023,,,,
173,포스코DX,022100,A,A,A+,A,2023,,,,
172,포스코스틸리온,058430,A,A,A+,B+,2023,,,,
171,포스코엠텍,009520,A,A,A+,B+,2023,,,,
170,포스코인터내셔널,047050,A,A,A+,A,2023,,,,
169,포스코퓨처엠,003670,A,A,A+,A,2023,,,,
168,푸본현대생명보험,860086,등급없음,등급없음,등급없음,B+,2023,,,,
167,풀무원,017810,A,A,A+,A,2023,,,,
166,풍산,103140,B+,B+,B+,B+,2023,,,,
165,풍산홀딩스,005810,B+,B+,B+,B+,2023,,,,
164,플레이그램,009810,D,D,D,D,2023,,,,
163,플레이디,237820,B+,B,B,B+,2023,,,,
162,플루토스,019570,D,D,D,D,2023,,,,
161,피에스케이,319660,C,C,B+,C,2023,,,,
160,피엔티,137400,C,D,C,B,2023,,,,
159,하나금융지주,086790,A,A+,A+,A,2023,,,,
158,하나마이크론,067310,C,B+,A,D,2023,,,,
157,하나머티리얼즈,166090,B,B+,A,C,2023,,,,
156,하나생명보험,800845,등급없음,등급없음,등급없음,B,2023,,,,
155,하나은행,004940,등급없음,등급없음,등급없음,A,2023,,,,
154,하나제약,293480,C,D,C,C,2023,,,,
153,하나증권,805992,등급없음,등급없음,등급없음,B+,2023,,,,
152,하나카드,856659,등급없음,등급없음,등급없음,B,2023,,,,
151,하나캐피탈,809337,등급없음,등급없음,등급없음,B+,2023,,,,
150,하나투어,039130,B+,B+,A,B+,2023,,,,
149,하림,136480,A,A,B+,A,2023,,,,
148,하림지주,003380,B+,A,A,B+,2023,,,,
147,하이브,352820,C,B,B+,C,2023,,,,
146,하이스틸,071090,C,C,C,C,2023,,,,
145,하이투자증권,814270,등급없음,등급없음,등급없음,B+,2023,,,,
144,하이트진로,000080,B,A,A,C,2023,,,,
143,하이트진로홀딩스,000140,B+,A,A,B,2023,,,,
142,한국가스공사,036460,A,A,A+,B+,2023,,,,
141,한국공항,005430,B+,A,B,B+,2023,,,,
140,한국금융지주,071050,B+,C,B+,B+,2023,,,,
139,한국내화,010040,C,B+,B+,D,2023,,,,
138,한국단자공업,025540,C,C,B,C,2023,,,,
137,한국무브넥스,010100,C,C,C,C,2023,,,,
136,한국비엔씨,256840,D,D,D,D,2023,,,,
135,한국석유공업,004090,B+,B+,B+,B+,2023,,,,
134,한국수출포장공업,002200,D,C,D,D,2023,,,,
133,한국쉘석유,002960,C,C,C,B+,2023,,,,
132,한국스탠다드차타드은행,000110,등급없음,등급없음,등급없음,A+,2023,,,,
131,한국씨티은행,016830,등급없음,등급없음,등급없음,B+,2023,,,,
130,한국앤컴퍼니,000240,B+,B+,A,B+,2023,,,,
129,한국자산신탁,123890,C,C,C,B,2023,,,,
128,한국전력공사,015760,B+,B,A,A,2023,,,,
127,한국전자홀딩스,006200,D,C,C,D,2023,,,,
126,한국정보인증,053300,D,D,C,D,2023,,,,
125,한국제지,027970,C,C,C,C,2023,,,,
124,한국종합기술,023350,C,C,C,B,2023,,,,
123,한국주강,025890,D,D,D,D,2023,,,,
122,한국주철관공업,000970,D,C,D,D,2023,,,,
121,한국철강,104700,C,C,D,B,2023,,,,
120,한국카본,017960,B,B+,B+,C,2023,,,,
119,한국캐피탈,023760,D,D,D,C,2023,,,,
118,한국콜마,161890,A,A,A+,A,2023,,,,
117,한국타이어앤테크놀로지,161390,B,B+,A+,D,2023,,환경 등급조정(2023.10.),,
116,한국토지신탁,034830,C,D,C,B,2023,,,,
115,한국투자증권,804504,등급없음,등급없음,등급없음,B,2023,,,,
114,한국특강,007280,C,C,C,C,2023,,,,
113,한국항공우주,047810,B+,B+,A,B+,2023,통합 등급조정(2023.10.),,,지배구조 등급조정(2023.10.)
112,한국화장품,123690,D,D,C,D,2023,,,,
111,한국화장품제조,003350,D,D,C,D,2023,,,,
110,한글과컴퓨터,030520,C,D,D,B,2023,,,,
109,한농화성,011500,D,C,C,D,2023,,,,
108,한독,002390,A,A,A+,B+,2023,,,,
107,한미글로벌,053690,B+,A,A+,B,2023,,,,
106,한미반도체,042700,D,D,D,C,2023,,,,
105,한미사이언스,008930,B+,A,A,B,2023,,,,
104,한미약품,128940,B+,A,A,B,2023,,,,
103,한샘,009240,A,A,A,A,2023,,,,
102,한섬,020000,A,A,A+,A,2023,,,,
101,한성기업,003680,C,B,B,D,2023,,,,
100,한세실업,105630,B+,B+,A,B+,2023,,,,
99,한세엠케이,069640,C,B,B+,C,2023,,,,
98,한세예스24홀딩스,016450,A,B+,A,A,2023,,,,
97,한솔로지스틱스,009180,B,C,B+,B+,2023,,,,
96,한솔제지,213500,A,A,A,A,2023,,,,
95,한솔케미칼,014680,B+,B+,B+,B+,2023,,,,
94,한솔테크닉스,004710,B+,B+,A,B+,2023,,,,
93,한솔피엔에스,010420,B+,B,B,A,2023,,,,
92,한솔홀딩스,004150,A,B+,A,A,2023,,,,
91,한솔홈데코,025750,B+,B+,B+,B+,2023,,,,
90,한신공영,004960,D,C,C,D,2023,,,,
89,한신기계공업,011700,D,C,D,D,2023,,,,
88,한양증권,001750,C,D,B,C,2023,,,,
87,한온시스템,018880,B+,B+,A+,B,2023,,,,
86,한올바이오파마,009420,B,B,D,B+,2023,,,,
85,한익스프레스,014130,C,C,C,C,2023,,,,
84,한일시멘트,300720,A,A,A+,B+,2023,,,,
83,한일철강,002220,D,D,D,D,2023,,,,
82,한일현대시멘트,006390,B+,A,A+,B,2023,,,,
81,한일홀딩스,003300,A,A,A+,B+,2023,,,,
80,한전KPS,051600,A,A,A,A,2023,,,,
79,한전기술,052690,A,B+,A+,A,2023,,,,
78,한전산업,130660,C,C,D,B,2023,,,,
77,한진,002320,A,A,A,A,2023,,,,
76,한진중공업홀딩스,003480,C,D,C,B+,2023,,,,
75,한진칼,180640,A,A,A+,A,2023,,,,
74,한창,005110,D,D,D,D,2023,,,,
73,한창제지,009460,C,C,C,C,2023,,,,
72,한컴라이프케어,372910,C,C,B,D,2023,,,,
71,한화,000880,B+,B+,B+,B+,2023,통합 등급조정(2024.01.),,사회 등급조정(2024.01.),
70,한화생명,088350,A,A,A+,B+,2023,,,,
69,한화손해보험,000370,A,A,A,A,2023,,,,
68,한화솔루션,009830,B+,A,A+,B,2023,,,,
67,한화시스템,272210,A,A,A+,A,2023,,,,
66,한화에어로스페이스,012450,A,A,A,A,2023,,,,
65,한화엔진,082740,B+,B,A,B+,2023,,,,
64,한화오션,042660,B+,B+,B+,B+,2023,,,사회 등급조정(2024.04.),
63,한화투자증권,003530,A,A,A+,B+,2023,,,,
62,해성디에스,195870,A,A,A+,B+,2023,,,,
61,해태제과식품,101530,D,D,C,D,2023,,,,
60,핸즈코퍼레이션,143210,C,C,B,D,2023,,,,
59,헬릭스미스,084990,C,D,D,B,2023,,,,
58,현대건설,000720,A,A,A,A,2023,,,사회 등급조정(2024.04.),
57,현대글로비스,086280,A+,A+,A+,A,2023,,,,
56,현대로템,064350,A,A,A+,A,2023,,,,
55,현대리바트,079430,A,A,A+,B+,2023,,,,
54,현대모비스,012330,A,A+,A+,B+,2023,,,,
53,현대바이오,048410,D,D,D,D,2023,,,,
52,현대바이오랜드,052260,A,A,A+,A,2023,,,,
51,현대백화점,069960,A+,A+,A+,A,2023,,,,
50,현대비앤지스틸,004560,B,A,B+,C,2023,,,,
49,현대약품,004310,C,C,C,B,2023,,,,
48,현대에버다임,041440,A,B+,A,A,2023,,,,
47,현대엘리베이터,017800,B+,B+,A,B+,2023,,,,
46,현대오토에버,307950,A,A+,A+,B+,2023,,,,
45,현대위아,011210,A+,A+,A+,A,2023,,,,
44,현대이지웰,090850,A,A,A+,A,2023,,,,
43,현대자동차,005380,A,A,A,B+,2023,,,,
42,현대제철,004020,A,A+,A,B+,2023,,,사회 등급조정(2024.04.),
41,현대지에프홀딩스,005440,A,A,A+,A,2023,,,,
40,현대차증권,001500,A,B+,A+,B+,2023,,,,
39,현대카드,815419,등급없음,등급없음,등급없음,A,2023,,,,
38,현대캐피탈,836248,등급없음,등급없음,등급없음,A,2023,,,,
37,현대커머셜,888975,등급없음,등급없음,등급없음,A,2023,,,,
36,현대코퍼레이션,011760,B+,B,B+,B+,2023,,,,
35,현대코퍼레이션홀딩스,227840,B+,B,B+,B+,2023,,,,
34,현대퓨처넷,126560,A,A,A+,A,2023,,,,
33,현대해상,001450,A,A,A+,A,2023,,,,
32,현대홈쇼핑,057050,A,A,A+,A,2023,,,,
31,형지엘리트,093240,D,D,D,D,2023,,,,
30,혜인,003010,D,D,D,D,2023,,,,
29,호전실업,111110,C,D,D,B,2023,,,,
28,호텔신라,008770,A,A,A,A,2023,,,,
27,화성산업,002460,C,C,C,B+,2023,,,,
26,화승알앤에이,378850,B,B,B+,B,2023,,,,
25,화승엔터프라이즈,241590,B+,B+,B+,B+,2023,,,,
24,화승인더스트리,006060,B+,B+,B+,B+,2023,,,,
23,화승코퍼레이션,013520,B,C,B,B+,2023,,,,
22,화신,010690,B+,B,A,B,2023,,,,
21,화인베스틸,133820,D,C,C,D,2023,,,,
20,화천기계,010660,C,D,C,C,2023,,,,
19,화천기공,000850,C,D,C,C,2023,,,,
18,환인제약,016580,B,C,C,B+,2023,,,,
17,황금에스티,032560,C,D,D,B,2023,,,,
16,효성,004800,A,A,A+,B+,2023,,,,
15,효성 ITX,094280,B+,B+,A+,B,2023,,,,
14,효성중공업,298040,A,A,A+,B+,2023,,,,
13,효성첨단소재,298050,A,A,A+,A,2023,,,,
12,효성티앤씨,298020,A,A+,A+,B+,2023,,,,
11,효성화학,298000,A,A,A+,B+,2023,,,,
10,후성,093370,B+,A,A,B,2023,,,,
9,휠라홀딩스,081660,A,A,A,B+,2023,,,,
8,휴니드테크놀러지스,005870,D,C,D,D,2023,,,,
7,휴비스,079980,A,B+,A+,B+,2023,,,,
6,휴스틸,005010,C,C,C,C,2023,,,,
5,휴온스,243070,B,C,B+,B+,2023,,,,
4,휴젤,145020,B,C,B+,B,2023,,,,
3,흥국생명보험,818586,등급없음,등급없음,등급없음,B+,2023,,,,
2,흥국화재,000540,B+,B,B+,B+,2023,,,,
1,흥아해운,003280,B,B,B+,B,2023,,,,